,id,utcDate,status,matchday,stage,group,lastUpdated,referees,competition.id,competition.name,competition.area.name,competition.area.code,competition.area.ensignUrl,season.id,season.startDate,season.endDate,season.currentMatchday,season.winner,odds.msg,score.winner,score.duration,score.fullTime.homeTeam,score.fullTime.awayTeam,score.halfTime.homeTeam,score.halfTime.awayTeam,score.extraTime.homeTeam,score.extraTime.awayTeam,score.penalties.homeTeam,score.penalties.awayTeam,homeTeam.id,homeTeam.name,awayTeam.id,awayTeam.name
31,327108,2022-02-20T14:00:00Z,FINISHED,26,REGULAR_SEASON,,2022-04-28T16:20:28Z,Paul Tierney,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,2.0,4.0,0.0,2.0,,,,,341,Leeds United FC,66,Manchester United FC
32,339659,2022-02-23T20:00:00Z,FINISHED,7,LAST_16,,2022-04-28T16:20:07Z,Ovidiu Hațegan,2001,UEFA Champions League,Europe,EUR,https://crests.football-data.org/EUR.svg,734,2021-06-22,2022-05-28,7,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,1.0,0.0,,,,,78,Club Atlético de Madrid,66,Manchester United FC
33,327095,2022-02-26T15:00:00Z,FINISHED,27,REGULAR_SEASON,,2022-04-28T16:20:28Z,Kevin Friend,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,0.0,0.0,0.0,0.0,,,,,66,Manchester United FC,346,Watford FC
34,327088,2022-03-06T16:30:00Z,FINISHED,28,REGULAR_SEASON,,2022-04-28T16:20:28Z,Michael Oliver,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,4.0,1.0,2.0,1.0,,,,,65,Manchester City FC,66,Manchester United FC
35,327075,2022-03-12T17:30:00Z,FINISHED,29,REGULAR_SEASON,,2022-04-28T16:20:28Z,Jonathan Moss,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,3.0,2.0,2.0,1.0,,,,,66,Manchester United FC,73,Tottenham Hotspur FC
36,339653,2022-03-15T20:00:00Z,FINISHED,7,LAST_16,,2022-04-28T16:20:07Z,Slavko Vinčič,2001,UEFA Champions League,Europe,EUR,https://crests.football-data.org/EUR.svg,734,2021-06-22,2022-05-28,7,,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,0.0,1.0,0.0,1.0,,,,,66,Manchester United FC,78,Club Atlético de Madrid
37,327059,2022-04-02T16:30:00Z,FINISHED,31,REGULAR_SEASON,,2022-04-28T16:20:28Z,Andre Marriner,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,0.0,0.0,,,,,66,Manchester United FC,338,Leicester City FC
38,327046,2022-04-09T11:30:00Z,FINISHED,32,REGULAR_SEASON,,2022-04-28T16:20:28Z,Jonathan Moss,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,1.0,0.0,1.0,0.0,,,,,62,Everton FC,66,Manchester United FC
39,327036,2022-04-16T14:00:00Z,FINISHED,33,REGULAR_SEASON,,2022-04-28T16:20:28Z,Andy Madley,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,3.0,2.0,2.0,1.0,,,,,66,Manchester United FC,68,Norwich City FC
40,327069,2022-04-19T19:00:00Z,FINISHED,30,REGULAR_SEASON,,2022-04-28T16:20:28Z,Martin Atkinson,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,4.0,0.0,2.0,0.0,,,,,64,Liverpool FC,66,Manchester United FC
41,327023,2022-04-23T11:30:00Z,FINISHED,34,REGULAR_SEASON,,2022-04-28T16:20:29Z,Craig Pawson,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,3.0,1.0,2.0,1.0,,,,,57,Arsenal FC,66,Manchester United FC
42,326996,2022-04-28T18:45:00Z,SCHEDULED,37,REGULAR_SEASON,,2022-04-28T19:47:55Z,Mike Dean,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,,REGULAR,,,,,,,,,66,Manchester United FC,61,Chelsea FC
43,327016,2022-05-02T19:00:00Z,SCHEDULED,35,REGULAR_SEASON,,2022-03-16T00:20:18Z,Chris Kavanagh,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,,REGULAR,,,,,,,,,66,Manchester United FC,402,Brentford FC
44,327005,2022-05-07T16:30:00Z,SCHEDULED,36,REGULAR_SEASON,,2022-04-05T00:20:17Z,[],2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,,REGULAR,,,,,,,,,397,Brighton & Hove Albion FC,66,Manchester United FC
45,326987,2022-05-22T15:00:00Z,SCHEDULED,38,REGULAR_SEASON,,2021-06-16T14:31:49Z,[],2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,,REGULAR,,,,,,,,,354,Crystal Palace FC,66,Manchester United FC
